95064.9187556872,66311.021352215,92189.52901534
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
36036.9278625986,87622.1612587453,41195.4512022132
35936.8637600346,88338.1704160147,41176.9944256326
35826.4310677266,88358.9347640904,41079.681437363
33161.508173719,86857.4500715065,38531.1023634978
28109.8753062077,96866.147776655,34985.5025532524
28177.93365114,93845.2255875169,34744.6628447777
26454.3663621619,82496.4245681942,32058.5721827652
26032.63559293,81427.8168875397,31572.153722391
26158.661233956,77255.0875603298,31268.3038665934
26158.661233956,77255.0875603298,31268.3038665934
26158.661233956,77255.0875603298,31268.3038665934
25898.2810348626,76729.7928440283,30981.4322157792
23760.6228157561,84264.8764027043,29811.048174451
23109.3595580086,83054.0402118834,29103.8276233961
23109.3595580086,83054.0402118834,29103.8276233961
23109.3595580086,81936.676332015,28992.0912354092
23109.3595580012,81217.4575608405,28920.1693582851
23109.3595580012,78387.1940334591,28637.143005547
22953.1230183914,76539.5055405196,28311.7612706042
22953.1230183914,76539.5055405196,28311.7612706042
22896.5053796135,76078.0789236918,28214.6627340213
22931.318887677,74492.926434233,28087.4796423326
22931.318887677,74492.926434233,28087.4796423326
22931.318887677,74492.926434233,28087.4796423326
23064.9921222851,72977.6697102179,28056.2598810784
22221.2755302414,73381.654449247,27337.313422142
22229.4717931971,71712.6263618148,27177.7872500589
22229.4717931971,71656.9054390154,27172.2151577789
22229.4717931971,71063.9981172153,27112.9244255989
22399.1474318244,68116.6199689441,26970.8946855363
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
20478.1151152924,69307.1798666929,25361.0215904324
