139480.89618339203,53555.000015447906
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39412.53087721672,92645.99243294817
36380.950752972625,81484.70191104684
36356.381037942134,78695.4381843621
35406.04111641459,80166.67876437542
32081.59317448642,89535.32314506007
32280.140633601695,86403.1148907623
31402.54343475215,86793.7063792723
31402.54343475215,86793.7063792723
32044.574757276103,65004.29427398276
27258.78320183046,74784.19236049007
16581.285623801872,67556.2356769924
16581.285623801872,67556.2356769924
16581.285623801872,67556.2356769924
16736.631318140775,65826.92286108604
16750.285164294764,64979.53060294567
16750.285164294764,63797.828764382524
16750.285164294764,63146.460866197995
16762.62495077215,62861.848935129325
16762.62495077215,62861.848935129325
16762.62495077215,62861.848935129325
16762.62495077215,62861.848935129325
16873.669280517846,61232.92897121629
16791.157052591443,61121.087611540235
16778.22192044556,60018.09592453306
16778.22192044556,60018.09592453306
16778.22192044556,60018.09592453306
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
16414.452194996178,60797.83134280977
